Fold,Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Val_Accuracy,Val_Precision,Val_Recall,Val_F1,Val_MCC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Training_Time,Val_Accuracy_Epoch,Learning_Rate,batch_size,adaptive_method
10,0.999897557,0.99986073,0.999844929,0.999852828,0.999842266,0.999956094,0.999946672,0.999925239,0.999935947,0.999932437,0.999920974,0.999902988,0.999868178,0.999885556,0.999878336,113.0845554,0.999956071,0.01,256,Novel
1,0.999687791,0.999477115,0.999481718,0.999479036,0.999519432,0.999736576,0.999552906,0.999549911,0.99955108,0.999594397,0.999723408,0.999573619,0.999571169,0.999572221,0.999574191,224.8249295,0.999736547,0.01,32,Adaptive
2,0.997185242,0.995543246,0.995841284,0.995676344,0.995672827,0.997409668,0.995943482,0.996070355,0.995990703,0.996005473,0.997234076,0.995537383,0.995858005,0.995681652,0.995746717,196.4006398,0.997541368,0.01,32,Adaptive
3,0.998917026,0.997963282,0.999347807,0.998651845,0.998334068,0.99855117,0.997473543,0.998985435,0.998225017,0.997785042,0.999051683,0.998193852,0.999438148,0.998813142,0.998541932,240.373287,0.998946309,0.01,32,Adaptive
4,0.999278017,0.99925769,0.998715532,0.998985246,0.998889044,0.998990209,0.999082532,0.998144558,0.998611081,0.998439822,0.999249249,0.999358555,0.998603252,0.998979096,0.998844365,280.2730825,0.999209702,0.01,32,Adaptive
5,0.999975609,0.999982454,0.999955427,0.999968939,0.999962426,0.999956096,0.999929933,0.999945629,0.999937773,0.999932735,0.999841947,0.999817895,0.999729168,0.999773522,0.999756652,207.366226,0.999956071,0.01,32,Adaptive
6,0.995516876,0.991486853,0.993234225,0.992271829,0.993120856,0.994863239,0.990472307,0.991791102,0.991002237,0.992123502,0.995258416,0.991033849,0.992773787,0.991808421,0.992724429,214.4491227,0.995258391,0.01,32,Adaptive
7,0.999156061,0.998993231,0.998385379,0.998686426,0.998700778,0.998902402,0.998651422,0.9978223,0.998230717,0.99831466,0.999288762,0.999004711,0.99859243,0.998795731,0.998905467,298.4174736,0.99890238,0.01,32,Adaptive
8,0.998556034,0.99906361,0.997231678,0.998142239,0.997778944,0.998199939,0.998779704,0.996620736,0.997692887,0.99721381,0.998972657,0.99941783,0.997991419,0.998701152,0.998418839,379.2221811,0.99819994,0.01,32,Adaptive
9,0.999614619,0.999292017,0.999746441,0.999518809,0.99940701,0.999560941,0.999112216,0.999789332,0.99944994,0.999323799,0.999565355,0.999195283,0.999625786,0.999410285,0.999331063,228.5617394,0.999560952,0.01,32,Adaptive
10,0.998243834,0.998227426,0.996860063,0.997541335,0.997295807,0.998682824,0.998755071,0.997739246,0.998244359,0.997973363,0.998735578,0.998949929,0.997695171,0.998319866,0.998053472,338.3968308,0.998682797,0.01,32,Adaptive
1,0.999697548,0.999597235,0.99949637,0.999546632,0.999534392,0.999692672,0.999604396,0.999476359,0.999540323,0.999526695,0.99988146,0.99985451,0.999802267,0.999828328,0.999817511,346.4252303,0.999692678,0.01,32,ElasticNet
2,0.998726773,0.997920002,0.998415643,0.998161257,0.998042853,0.998726786,0.997901592,0.998439854,0.998163859,0.99803687,0.998656551,0.997916374,0.998261135,0.998082303,0.997933948,186.7683184,0.999297559,0.01,32,ElasticNet
3,0.998536521,0.997903697,0.997440547,0.997670118,0.997745484,0.998726786,0.998448417,0.997798409,0.998122961,0.998050473,0.99889363,0.99851109,0.998088878,0.998299526,0.998296477,232.6472204,0.998726785,0.01,32,ElasticNet
4,0.999107278,0.998407467,0.999165684,0.998785087,0.998627044,0.999341441,0.998817483,0.999400379,0.999108233,0.99898282,0.999091196,0.998533934,0.998942728,0.998736377,0.998601615,182.3828559,0.999473155,0.01,32,ElasticNet
5,0.998390173,0.997338487,0.998013807,0.997665918,0.997524095,0.998156035,0.997103455,0.997700683,0.997389592,0.997179816,0.998854117,0.998103087,0.99859278,0.998342336,0.998237932,321.5944848,0.998595059,0.01,32,ElasticNet
6,0.997643799,0.996562282,0.996657391,0.996605142,0.996375529,0.997014532,0.995468535,0.995353532,0.995406437,0.995406152,0.997510669,0.99620857,0.996614042,0.99640727,0.996170845,264.2928078,0.997760892,0.01,32,ElasticNet
7,0.998551156,0.997353117,0.998801565,0.998072942,0.997771718,0.998638978,0.997486267,0.998954715,0.998216445,0.997911706,0.998458985,0.997211707,0.998668725,0.99793523,0.997630571,265.3990281,0.998638988,0.01,32,ElasticNet
8,0.999609739,0.999473199,0.999281086,0.999376906,0.999399541,0.999692672,0.999681051,0.999458221,0.99956939,0.999524206,0.999525842,0.999449171,0.999128156,0.999288239,0.999269995,282.45631,0.999692678,0.01,32,ElasticNet
9,0.996131556,0.99403931,0.993684558,0.993851401,0.994045782,0.996224096,0.994347125,0.993834032,0.994085443,0.994179938,0.996483325,0.994176325,0.994327014,0.994232723,0.994589298,155.0721042,0.996224105,0.01,32,ElasticNet
10,0.999663401,0.999386214,0.999707472,0.999546702,0.999481873,0.999648753,0.999400617,0.999669321,0.99953487,0.999459587,0.999604868,0.999320043,0.999644774,0.999482241,0.999391804,299.5218432,0.99964875,0.01,32,ElasticNet
1,0.999078008,0.999011753,0.998395629,0.998702194,0.998580786,0.999385345,0.999261908,0.998931763,0.999096392,0.999053446,0.999091196,0.998925359,0.998415424,0.998669306,0.99860091,240.0253644,1,0.01,32,FixedL1
2,0.999580469,0.999306189,0.999421211,0.999363403,0.999354399,0.999385345,0.998983851,0.999173151,0.999077681,0.999051306,0.999525842,0.99924527,0.999340969,0.999292629,0.999270138,196.3828371,0.999956071,0.01,32,FixedL1
3,0.999907313,0.999870998,0.999833198,0.999852086,0.999857209,0.999912192,0.999894604,0.9998532,0.999873869,0.999865573,0.99988146,0.99985451,0.999777692,0.999816051,0.999817505,233.2967768,0.999956071,0.01,32,FixedL1
4,0.999580469,0.999376117,0.999432367,0.999403794,0.999354522,0.999560961,0.99932515,0.999473259,0.999398773,0.99932177,0.999644381,0.99950439,0.999476072,0.999490006,0.999452578,251.8354626,0.999912202,0.01,32,FixedL1
5,0.999902435,0.999840913,0.999810001,0.999825409,0.999849712,0.999868288,0.999789916,0.999737579,0.999763634,0.999798222,0.999920974,0.999868248,0.999843603,0.999855884,0.999878336,271.6057122,0.999956071,0.01,32,FixedL1
6,0.999995122,0.999991876,0.999990326,0.999991101,0.999992489,0.999912192,0.999851544,0.999829352,0.999840397,0.999864811,0.999920974,0.999868248,0.999843603,0.999855884,0.999878336,258.0247543,1,0.01,32,FixedL1
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,329.999047,1,0.01,32,FixedL1
8,0.999824383,0.99976568,0.999693567,0.999729568,0.999729796,0.999692672,0.999593222,0.999469851,0.999531281,0.999524233,0.99988146,0.999819698,0.999777692,0.999798664,0.999817497,204.877996,1,0.01,32,FixedL1
9,0.999907313,0.999937238,0.999824441,0.999880818,0.999857316,0.999868282,0.999835381,0.999767721,0.999801495,0.999796995,0.999920974,0.999868248,0.999843603,0.999855884,0.999878336,219.5094459,1,0.01,32,FixedL1
10,0.999931705,0.999916053,0.999886345,0.999901179,0.999894851,1,1,1,1,1,1,1,1,1,1,250.8758073,1,0.01,32,FixedL1
1,0.999278017,0.998907995,0.999018535,0.9989632,0.99888858,0.999341441,0.99910112,0.999049772,0.999075285,0.998985851,0.999170223,0.998817227,0.998799244,0.998808058,0.998722568,495.2714419,0.99964875,0.01,32,FixedL2
2,0.999380461,0.999232776,0.998942922,0.999087452,0.999046491,0.999517057,0.999449458,0.999116539,0.99928274,0.999254352,0.999565355,0.999478536,0.999238118,0.999357973,0.999330881,265.3859093,0.999517083,0.01,32,FixedL2
3,0.995877868,0.992400449,0.99614309,0.994226718,0.993673774,0.995960838,0.992585456,0.996564616,0.994526795,0.993842555,0.995495495,0.991677836,0.995736886,0.993650708,0.993094126,243.5486295,0.995960832,0.01,32,FixedL2
4,0.992546014,0.990640134,0.987757451,0.989034735,0.988581368,0.993414409,0.991670069,0.989089756,0.990227637,0.989871665,0.991899795,0.98996192,0.986657126,0.988097978,0.98759703,221.6821063,0.993414402,0.01,32,FixedL2
5,0.998999956,0.998771332,0.998234417,0.998502577,0.998459314,0.999034113,0.998855175,0.998313979,0.998584304,0.998519996,0.99901217,0.998791777,0.998256937,0.998524047,0.99847897,326.0809157,0.999034107,0.01,32,FixedL2
6,0.99320458,0.992352015,0.988638769,0.990467508,0.989532941,0.993238794,0.992132223,0.988952174,0.99051891,0.989584898,0.993914968,0.993212632,0.989950641,0.991561076,0.990627388,191.523876,0.993238807,0.01,32,FixedL2
7,0.998629208,0.999019089,0.99738841,0.998197496,0.997889925,0.998419458,0.999033453,0.996897652,0.997955655,0.997573306,0.998617038,0.998915483,0.997411426,0.998157273,0.997871626,184.6282551,0.998770714,0.01,32,FixedL2
8,0.999092643,0.998590388,0.998506793,0.998548398,0.998603929,0.999209729,0.998845131,0.998573623,0.998708866,0.998776478,0.999209736,0.998688146,0.998778499,0.998733097,0.998783422,333.4837272,0.999209702,0.01,32,FixedL2
9,0.998902396,0.998122233,0.998701096,0.998409018,0.998311517,0.998946259,0.99823343,0.998750176,0.998488392,0.998377362,0.998933144,0.998167819,0.998807838,0.998484597,0.998358899,186.7243772,0.998946249,0.01,32,FixedL2
10,0.998370668,0.997522774,0.997850938,0.997686738,0.997491867,0.998331577,0.99762933,0.997549565,0.997588293,0.997432769,0.998696064,0.998075966,0.998198876,0.998137311,0.997992658,273.4434378,0.998331606,0.01,32,FixedL2
1,0.997385251,0.995725771,0.995999151,0.995848164,0.995977655,0.998068227,0.997167194,0.996656543,0.996906867,0.997025579,0.997589695,0.996163152,0.996269586,0.996208048,0.996290714,197.1504643,0.998068213,0.01,32,MLP
2,0.99536565,0.995567824,0.992003888,0.993765035,0.992866446,0.99565351,0.995829004,0.992212613,0.994002803,0.99328816,0.995693061,0.995598007,0.992870292,0.994224078,0.993366685,402.0768056,0.99565351,0.01,32,MLP
3,0.997931617,0.996488804,0.997854526,0.997169755,0.996816853,0.998068227,0.996705713,0.99822107,0.997460336,0.997046078,0.997984827,0.996504403,0.997931181,0.99721585,0.996900995,323.6335828,0.998068213,0.01,32,MLP
4,0.997912103,0.996634415,0.996390482,0.996501151,0.996789653,0.997629187,0.996093113,0.99600021,0.99603171,0.996340584,0.997866287,0.996512907,0.996608458,0.996552056,0.996717699,386.3824937,0.997629166,0.01,32,MLP
5,0.994994902,0.991882934,0.993866731,0.992869916,0.992300692,0.99543399,0.992774916,0.994510198,0.99363942,0.993012316,0.995535009,0.992861133,0.994160212,0.993509043,0.993131835,425.0518968,0.995433986,0.01,32,MLP
6,0.995414433,0.995455972,0.991875442,0.99365167,0.99293878,0.995390086,0.995916593,0.991887635,0.993879564,0.992902938,0.995614035,0.995544868,0.992346525,0.993934313,0.993245849,500.8663793,0.995390058,0.01,32,MLP
7,0.998424321,0.998669618,0.99712761,0.997895922,0.997573546,0.998112131,0.998639567,0.9964462,0.997537019,0.997100198,0.998696064,0.998969799,0.997547429,0.998255963,0.997992624,309.7184579,0.998112142,0.01,32,MLP
8,0.998082843,0.997776734,0.996801632,0.997284279,0.997050541,0.997804803,0.997341674,0.996369704,0.99684835,0.996602022,0.998063853,0.998070091,0.996602914,0.997330369,0.997019481,432.8306916,0.997804821,0.01,32,MLP
9,0.99515103,0.992982691,0.992676621,0.992820529,0.99253566,0.995521602,0.99371926,0.992870999,0.993283958,0.993097747,0.995495495,0.993884142,0.9927985,0.993336851,0.993062828,193.4270737,0.995521605,0.01,32,MLP
10,0.993575359,0.991562858,0.98956738,0.990473377,0.990140684,0.994336143,0.992623239,0.990478026,0.99147659,0.991309276,0.99407302,0.991990966,0.990438523,0.991154017,0.990897415,434.2223535,0.994336128,0.01,32,MLP
1,0.9997756,0.999667441,0.999652367,0.999659897,0.999654514,0.999824384,0.999862119,0.99968928,0.999775621,0.999729554,0.999762921,0.999673843,0.999661654,0.999667734,0.999634983,147.914603,0.999824405,0.01,32,Novel
2,0.999165817,0.998910049,0.998862678,0.998884846,0.99871676,0.999121921,0.998892871,0.998680301,0.998784177,0.998645187,0.999091196,0.998804352,0.998699323,0.9987507,0.998601286,203.6364126,0.999692678,0.01,32,Novel
3,0.998517008,0.997724388,0.997915983,0.997817908,0.99771615,0.998726786,0.998010812,0.998226516,0.998117056,0.998051303,0.998103367,0.997125327,0.997365829,0.997241448,0.997081392,250.1880827,0.999604881,0.01,32,Novel
4,0.999136547,0.998807954,0.99870531,0.998755537,0.998671484,0.999209729,0.998759903,0.998724234,0.998739707,0.998779473,0.999288762,0.999021266,0.998917509,0.998968516,0.998905276,191.5639119,0.999824405,0.01,32,Novel
5,0.999112156,0.998854989,0.99856858,0.99870947,0.998633047,0.999121921,0.998833662,0.998711612,0.998770592,0.998655416,0.999091196,0.998821539,0.998600379,0.998709239,0.998601339,196.9112327,0.999780476,0.01,32,Novel
6,0.99963413,0.999506221,0.999434208,0.999470181,0.999436691,0.999648768,0.999547833,0.999403949,0.999475668,0.999459267,0.999841947,0.999788571,0.999729168,0.999758835,0.999756662,416.289264,0.99964875,0.01,32,Novel
7,0.999097521,0.998889482,0.998509192,0.998696181,0.998611228,0.999517057,0.999412142,0.999200116,0.999305142,0.999258335,0.999288762,0.999129594,0.998813604,0.998969429,0.998905659,201.3669362,0.999736547,0.01,32,Novel
8,0.999619495,0.999461874,0.999463968,0.999462728,0.99941458,0.999648768,0.99946169,0.999525752,0.999493294,0.999456319,0.999644381,0.999548207,0.999474256,0.999510933,0.999452553,379.1194613,0.99964875,0.01,32,Novel
9,0.998760927,0.998177284,0.998235457,0.998206259,0.99809254,0.998946259,0.998402109,0.998486673,0.998444123,0.998375993,0.998696064,0.998180086,0.998147813,0.998163757,0.997992404,231.155019,0.999473155,0.01,32,Novel
10,0.999678036,0.999763578,0.999401431,0.999582337,0.999504283,0.999648753,0.999798868,0.999324278,0.999561181,0.999459542,0.999762921,0.999856579,0.999543098,0.99969967,0.999635006,233.381237,0.99964875,0.01,32,Novel
1,0.998721895,0.998686435,0.997915512,0.998299471,0.99803234,0.998902402,0.998894651,0.99821101,0.99855142,0.998309774,0.998775091,0.998811846,0.997981084,0.998395006,0.998114195,133.1156032,0.999341428,0.01,64,Adaptive
2,0.995390042,0.992049645,0.995091968,0.993558243,0.992923322,0.995697414,0.992455347,0.995487012,0.993956848,0.993374279,0.995772088,0.992646482,0.995828351,0.9942229,0.993508992,126.4225752,0.995697439,0.01,64,Adaptive
3,0.999048739,0.998615352,0.99824659,0.99842948,0.998534763,0.998726786,0.99810293,0.997644614,0.997870771,0.998051247,0.99889363,0.998417173,0.997982471,0.998198089,0.99829697,150.1911488,0.998726785,0.01,64,Adaptive
4,0.99991707,0.999908089,0.999865299,0.999886679,0.999872372,1,1,1,1,1,0.999960487,0.999981013,0.999921802,0.999951401,0.999939165,174.6792488,1,0.01,64,Adaptive
5,0.998653599,0.998251288,0.997896702,0.998073779,0.997925673,0.998243842,0.997785039,0.99726173,0.997522961,0.997308936,0.998498498,0.998088836,0.997615917,0.997852038,0.99768792,117.5286107,0.998243868,0.01,64,Adaptive
6,0.999751209,0.999696873,0.999579914,0.999638376,0.999616948,0.999736576,0.999755992,0.999530389,0.999643115,0.9995944,0.999644381,0.999688546,0.999385236,0.999536597,0.999452516,210.0678444,0.999736547,0.01,64,Adaptive
7,0.999721939,0.999681344,0.999550322,0.999615744,0.999571799,0.999648768,0.999676171,0.999403757,0.999539689,0.99946041,0.999762921,0.999745472,0.999619831,0.999682533,0.999635004,195.7160287,0.99964875,0.01,64,Adaptive
8,0.999648765,0.999786223,0.999313092,0.999549227,0.999459625,0.999692672,0.999819371,0.999411699,0.999615246,0.999524196,0.999723408,0.999773342,0.999452612,0.999612651,0.999574194,135.6719787,0.999692678,0.01,64,Adaptive
9,0.99958535,0.999297801,0.999473581,0.999385241,0.999361852,0.999604847,0.999337643,0.999476209,0.999406483,0.999391134,0.999762921,0.999592706,0.999738387,0.999665373,0.999635059,95.48705411,0.999692678,0.01,64,Adaptive
10,0.99872678,0.997625494,0.999154769,0.998385852,0.998042591,0.998507201,0.997171286,0.9990884,0.998123494,0.997707251,0.99889363,0.997908231,0.999320371,0.998610875,0.998299058,115.6548321,0.998507202,0.01,64,Adaptive
1,0.998712139,0.998624793,0.997777135,0.998196627,0.998018323,0.998156035,0.998028139,0.996786457,0.997398546,0.997162322,0.99913071,0.999140581,0.998451661,0.998794548,0.998661887,166.7814846,0.998375535,0.01,64,ElasticNet
2,0.999804869,0.999658143,0.999788795,0.999723377,0.999699708,0.999824384,0.999679119,0.999863998,0.999771475,0.999728903,0.99988146,0.999795186,0.99984919,0.999822143,0.999817507,266.5697045,0.999824405,0.01,64,ElasticNet
3,0.997814538,0.996678204,0.996749318,0.996708547,0.996634793,0.99855117,0.99773209,0.997903198,0.997814765,0.997782824,0.998221906,0.997394698,0.997445005,0.997415167,0.997263944,143.3690219,0.99855119,0.01,64,ElasticNet
4,0.999941461,0.999902483,0.999928142,0.999915298,0.999909913,1,1,1,1,1,1,1,1,1,1,263.8492227,1,0.01,64,ElasticNet
5,0.999404852,0.9991239,0.999218146,0.999170836,0.999083353,0.998902402,0.99834889,0.9988965,0.998621839,0.998319273,0.999446815,0.999179819,0.999292521,0.999236082,0.999148412,128.9433362,0.99890238,0.01,64,ElasticNet
6,0.999941461,0.999926005,0.999904646,0.999915316,0.999909875,0.999956096,0.999945969,0.999925728,0.99993584,0.999932402,1,1,1,1,1,159.5810661,0.999956071,0.01,64,ElasticNet
7,0.999682913,0.999540231,0.999528818,0.999534503,0.999511702,0.999648768,0.999365967,0.999647153,0.999506473,0.999460496,0.999841947,0.999753856,0.999699494,0.9997266,0.999756669,106.5953286,0.999824405,0.01,64,ElasticNet
8,0.99870726,0.99786317,0.99834785,0.998099974,0.998013044,0.998946305,0.998268488,0.998600517,0.998431207,0.998369755,0.998696064,0.997843701,0.998339333,0.998084553,0.997995063,140.8268073,0.998946309,0.01,64,ElasticNet
9,0.998799953,0.998503293,0.997982048,0.998237678,0.998154244,0.998946259,0.998671209,0.998241805,0.998453001,0.998377074,0.998814604,0.998552682,0.998045021,0.998293548,0.998176727,147.7922952,0.999517024,0.01,64,ElasticNet
10,0.999136552,0.998711123,0.998596366,0.998653305,0.998670726,0.999385318,0.99900606,0.999036613,0.999021119,0.999054213,0.998933144,0.998392828,0.998243398,0.998317435,0.998357682,186.2118528,0.999385297,0.01,64,ElasticNet
1,0.999721939,0.999854885,0.999448849,0.999651546,0.999571959,0.99978048,0.999894595,0.999571624,0.999732915,0.999661966,0.999644381,0.999829222,0.999296215,0.999562193,0.999452572,166.5957901,0.999956071,0.01,64,FixedL1
2,0.999731696,0.999651303,0.999538921,0.999594937,0.999587095,0.999824384,0.999746507,0.999675804,0.999711112,0.999728859,0.999802434,0.999740106,0.999645871,0.999692909,0.999695842,173.7378998,1,0.01,64,FixedL1
3,0.999843896,0.999765298,0.999709081,0.999737143,0.999759513,0.999956096,0.999947291,0.9999266,0.999936937,0.999932784,0.999920974,0.999868248,0.999843603,0.999855884,0.999878336,191.6879275,0.999956071,0.01,64,FixedL1
4,0.999853652,0.99980133,0.999730369,0.999765817,0.999774774,0.999868288,0.999817918,0.999764657,0.999791263,0.999796473,0.99988146,0.999866587,0.999777692,0.999822112,0.999817493,98.20758224,1,0.01,64,FixedL1
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,130.1713552,1,0.01,64,FixedL1
6,0.999585348,0.999535454,0.999339838,0.999437271,0.999361666,0.999604865,0.999650917,0.999325927,0.999488068,0.999391651,0.999486328,0.999519065,0.999131789,0.999324845,0.999209217,107.9491374,0.999692678,0.01,64,FixedL1
7,0.999385339,0.998842512,0.999133352,0.998986254,0.999053909,0.999560961,0.999164923,0.999375901,0.999269456,0.999325724,0.999604868,0.999278963,0.999528581,0.999403211,0.999391842,128.1587899,1,0.01,64,FixedL1
8,0.999936583,0.999918068,0.999889729,0.999903889,0.999902423,0.999956096,0.999944506,0.999925926,0.999935207,0.999932024,0.999920974,0.999885591,0.999843603,0.999864566,0.999878334,95.83231664,1,0.01,64,FixedL1
9,0.999653645,0.999439297,0.999425057,0.999431754,0.999466916,0.999560941,0.999283873,0.999245108,0.999263466,0.999323557,0.999683894,0.999490949,0.999522507,0.999506361,0.999513421,116.588114,1,0.01,64,FixedL1
10,0.999756088,0.999598901,0.999655492,0.999627002,0.999624511,0.999736565,0.999552239,0.999647453,0.999599567,0.999594708,0.999802434,0.999670879,0.999698029,0.9996843,0.999695865,106.9980354,0.999736547,0.01,64,FixedL1
1,0.999346313,0.999475682,0.998839951,0.999157018,0.998993684,0.999560961,0.999563859,0.999218237,0.999390734,0.999323883,0.999446815,0.999500101,0.999053591,0.999276154,0.999148394,195.4601471,0.999560952,0.01,64,FixedL2
2,0.998029182,0.997246589,0.996913011,0.997077903,0.996966763,0.998112131,0.997378411,0.996899402,0.997136727,0.997085263,0.99802434,0.9970278,0.997091733,0.997058825,0.996958775,118.0285761,0.998112142,0.01,64,FixedL2
3,0.997590138,0.996859101,0.995752379,0.996297753,0.996289284,0.997892611,0.997164143,0.996291375,0.996722954,0.996774561,0.997668721,0.997101068,0.995846033,0.99646602,0.996412066,115.684978,0.998682857,0.01,64,FixedL2
4,0.999195087,0.998525864,0.999093101,0.998807973,0.998761959,0.999078017,0.998248727,0.999084081,0.99866351,0.998576577,0.999367789,0.998864445,0.999143176,0.999003235,0.999026895,158.9644346,0.999078035,0.01,64,FixedL2
5,0.996477894,0.995129243,0.99495568,0.995009801,0.994584254,0.995741318,0.994086599,0.994015104,0.994001244,0.993492116,0.996325273,0.994766785,0.994923394,0.994805429,0.994355499,129.5288203,0.995741308,0.01,64,FixedL2
6,0.99688279,0.995593052,0.995288294,0.995433491,0.995202509,0.996838916,0.995404472,0.995325223,0.995355485,0.995135603,0.997313103,0.996079847,0.995969843,0.996018131,0.995865127,110.1658001,0.996838927,0.01,64,FixedL2
7,0.998243825,0.997565637,0.99714798,0.997353229,0.99729683,0.998243842,0.997690541,0.997205088,0.997443902,0.997303227,0.998577525,0.998164382,0.997534007,0.997845772,0.997810859,125.1121423,0.998243868,0.01,64,FixedL2
8,0.998434078,0.997267596,0.997797856,0.997529087,0.997592329,0.998156035,0.996764363,0.997336649,0.997044861,0.99714746,0.998300933,0.996975076,0.997846521,0.997408928,0.997385996,212.6967115,0.998595059,0.01,64,FixedL2
9,0.999253629,0.998794259,0.998556961,0.998672592,0.998851648,0.999297506,0.998889865,0.998609036,0.99874714,0.998917728,0.999565355,0.999370235,0.999139819,0.999253934,0.999331008,167.4926884,0.9992975,0.01,64,FixedL2
10,0.99539982,0.997459798,0.991106344,0.994215975,0.992927817,0.995082543,0.997395379,0.990550979,0.993896875,0.992446115,0.99604868,0.997889561,0.992327618,0.995056878,0.993925057,167.9343107,0.995082557,0.01,64,FixedL2
1,0.995355894,0.99613118,0.991654732,0.993858082,0.992852763,0.995916934,0.996735171,0.992708445,0.994694437,0.993713997,0.994823771,0.995294791,0.990937547,0.993077955,0.99203327,161.125428,0.995916963,0.01,64,MLP
2,0.999790235,0.99969859,0.999650026,0.999674278,0.999677148,0.999736576,0.999600735,0.999497551,0.999548983,0.999593304,0.99988146,0.999854273,0.999824615,0.999839436,0.999817492,184.3885906,0.999736547,0.01,64,MLP
3,0.998014547,0.99876531,0.996177794,0.99746009,0.996942928,0.997980419,0.99879927,0.9961843,0.997480087,0.996909729,0.998735578,0.999333806,0.997509941,0.998415997,0.998054301,218.5377707,0.998112142,0.01,64,MLP
4,0.997819416,0.997265159,0.996005002,0.996624811,0.996645292,0.998156035,0.997565178,0.996616184,0.997083642,0.997151447,0.997984827,0.99735921,0.99630233,0.996822028,0.996898505,143.8726292,0.998156011,0.01,64,MLP
5,0.993409467,0.988092281,0.995056384,0.991487344,0.989917058,0.993546121,0.988406742,0.995263098,0.991753674,0.990177972,0.993598862,0.988359591,0.995374688,0.99177684,0.99021464,204.3443432,0.993546128,0.01,64,MLP
6,0.997438912,0.996670668,0.995800872,0.996233253,0.996056432,0.998156035,0.997555674,0.997115014,0.997333942,0.997160715,0.997708235,0.997077103,0.99616449,0.996619303,0.996470879,165.697402,0.998156011,0.01,64,MLP
7,0.996858399,0.997988698,0.993959578,0.995939449,0.995167134,0.996136453,0.997651938,0.992481892,0.995009606,0.994073255,0.99715505,0.998140857,0.994589586,0.996337443,0.995624025,191.8021772,0.996136427,0.01,64,MLP
8,0.997214512,0.995942919,0.995640615,0.995791315,0.995713814,0.996838916,0.995302137,0.994939533,0.995120247,0.995105188,0.997273589,0.996059857,0.995568362,0.995813291,0.995801929,121.9140725,0.996838927,0.01,64,MLP
9,0.997487707,0.995998658,0.9976818,0.996834758,0.996137609,0.997365648,0.995504834,0.997801953,0.996643771,0.995947665,0.997866287,0.996415907,0.998170266,0.997288006,0.996719608,196.6202281,0.998068154,0.01,64,MLP
10,0.998482868,0.998715775,0.997334192,0.998021802,0.997664139,0.998507201,0.998623023,0.997481843,0.998050109,0.997702755,0.998577525,0.998754355,0.997500524,0.998124311,0.99781002,168.5233939,0.998507202,0.01,64,MLP
1,0.999653643,0.999575295,0.999401021,0.999488001,0.99946677,0.999648768,0.999626917,0.999389587,0.999508119,0.999459084,0.999604868,0.999543688,0.999279454,0.999411445,0.999391633,138.0966301,0.999736547,0.01,64,Novel
2,0.999331678,0.999257494,0.998794201,0.999024916,0.998971437,0.999297537,0.999117883,0.998706712,0.998911199,0.998915526,0.999288762,0.999161068,0.998723138,0.998940362,0.998905201,245.7498972,0.999912202,0.01,64,Novel
3,0.998999956,0.999410849,0.998078329,0.998741706,0.998459758,0.999078017,0.999490039,0.998231813,0.998858298,0.998588852,0.99901217,0.999378421,0.998106479,0.998739685,0.998479478,172.5602443,0.999868274,0.01,64,Novel
4,0.999848774,0.999825982,0.999756762,0.999791341,0.999767266,0.999868288,0.999798261,0.999817893,0.999808069,0.99979647,0.999802434,0.999811296,0.999668355,0.99973974,0.999695831,191.6693125,0.999956071,0.01,64,Novel
5,0.99893166,0.99867445,0.998254784,0.998464052,0.998354222,0.998902402,0.998695942,0.998190653,0.998441923,0.998318571,0.99889363,0.998585971,0.998160512,0.998372624,0.998296562,146.4046934,0.999736547,0.01,64,Novel
6,0.999687791,0.999572205,0.999449857,0.999510933,0.999519335,0.999604865,0.999485986,0.999318624,0.999402171,0.999391615,0.999723408,0.999573694,0.999477187,0.999525239,0.999574185,159.090404,0.999868274,0.01,64,Novel
7,0.999482904,0.999390314,0.999131782,0.999260485,0.99920383,0.999429249,0.999366534,0.999100185,0.999232928,0.999123189,0.999644381,0.999622816,0.99936994,0.99949605,0.999452553,162.2366838,0.999868274,0.01,64,Novel
8,0.999517052,0.99961984,0.999114293,0.999366713,0.999256922,0.999429249,0.999557422,0.998969499,0.999262934,0.999116333,0.999407302,0.999349649,0.998982581,0.999165897,0.999087437,148.5891223,0.999780476,0.01,64,Novel
9,0.998248712,0.99777468,0.997180721,0.997474387,0.997304691,0.998243765,0.997771104,0.997287732,0.997527661,0.997293329,0.998221906,0.997679757,0.99720578,0.997440781,0.997262733,109.2947614,0.999209702,0.01,64,Novel
10,0.999575593,0.999355505,0.99936474,0.999360069,0.999346544,0.999560941,0.999263744,0.999423766,0.999343408,0.999324495,0.999762921,0.999651893,0.999679177,0.999665361,0.999635041,153.0546553,0.999560952,0.01,64,Novel
1,0.998941417,0.998834664,0.998296633,0.998564242,0.998370462,0.999078017,0.999038115,0.998462305,0.998748798,0.998580358,0.999446815,0.999350177,0.999121943,0.999235659,0.999148375,82.9200716,1,0.001,128,Adaptive
