Fold,Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Val_Accuracy,Val_Precision,Val_Recall,Val_F1,Val_MCC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Training_Time,Val_Accuracy_Epoch,Learning_Rate,batch_size,adaptive_method
9,0.999950915,0.999948927,0.999948283,0.9999486,0.999933435,1,1,1,1,1,1,1,1,1,1,29.77446175,1,0.01,32,Adaptive
10,0.996416826,0.996372841,0.995937402,0.996151116,0.995141694,0.998232435,0.998445504,0.998008397,0.998225099,0.997600234,0.997615262,0.998003134,0.996996727,0.997493849,0.996767172,23.17244315,0.998674333,0.01,32,Adaptive
1,0.991115256,0.989586029,0.990836002,0.99019498,0.987969621,0.994699647,0.993449746,0.994622593,0.994027958,0.992795888,0.993243243,0.991932198,0.993021139,0.99246909,0.990844731,20.06707573,0.995583057,0.01,32,ElasticNet
2,0.996563911,0.996375893,0.99617292,0.996263784,0.995343184,0.998233216,0.998114702,0.998076366,0.998092333,0.997612342,0.998012719,0.997791103,0.997783009,0.997785995,0.997304696,15.12893176,0.998233199,0.01,32,ElasticNet
3,0.999460043,0.999526406,0.999338088,0.999432022,0.999267595,0.999116608,0.999080087,0.998939213,0.999009327,0.998802348,0.999205087,0.999288822,0.999043793,0.99916558,0.998921939,21.67714047,0.9991166,0.01,32,ElasticNet
4,0.994698606,0.995873757,0.99326017,0.994529038,0.992833026,0.995141343,0.996690734,0.993433115,0.995022449,0.993370372,0.994435612,0.995044907,0.99327469,0.994142077,0.992458386,14.79498386,0.995141327,0.01,32,ElasticNet
5,0.998723738,0.998485738,0.998719002,0.998601174,0.99826988,0.998233216,0.998082658,0.99793337,0.998007693,0.997595363,0.998410175,0.998205525,0.998331569,0.998268083,0.997843474,19.74558926,0.998233199,0.01,32,ElasticNet
6,0.995140389,0.996185381,0.993406916,0.99474777,0.99341928,0.996466431,0.996994238,0.995515695,0.996229401,0.995258145,0.994833068,0.995990622,0.992950108,0.994409126,0.993015274,21.09952688,0.996466458,0.01,32,ElasticNet
7,0.984096598,0.981689201,0.983681808,0.982646473,0.978476412,0.990278392,0.988984863,0.990491099,0.989722691,0.986839399,0.985294118,0.982882942,0.985666597,0.984224112,0.980112488,16.0048418,0.991162181,0.01,32,ElasticNet
8,0.998478378,0.998682304,0.998091959,0.998384502,0.997936423,0.998232435,0.998532759,0.997797131,0.998160444,0.997608849,0.99682035,0.99742234,0.995918389,0.99665528,0.995692882,22.46179771,0.999116242,0.01,32,ElasticNet
9,0.996907672,0.996749541,0.996780506,0.996746096,0.995818025,0.999116217,0.999040307,0.99907919,0.999057976,0.998798854,0.998012719,0.997916667,0.997930464,0.997914906,0.997309361,26.52320004,0.999116242,0.01,32,ElasticNet
10,0.99882197,0.998756082,0.998540076,0.998645151,0.998403414,0.999558109,0.99954955,0.999357326,0.999452821,0.999400056,0.999205087,0.999162479,0.999043793,0.999101968,0.99892221,22.62177706,0.999558091,0.01,32,ElasticNet
1,0.999558217,0.999584807,0.999488846,0.999536584,0.999401011,1,1,1,1,1,0.999602544,0.999708285,0.999457701,0.999582613,0.999460971,15.65604973,1,0.01,32,FixedL1
2,0.999950913,0.999964008,0.999932669,0.999948333,0.999933386,1,1,1,1,1,1,1,1,1,1,25.98918748,1,0.01,32,FixedL1
3,0.999607304,0.999591319,0.999569568,0.999580214,0.999467389,0.999116608,0.999074074,0.999068901,0.99906976,0.998803211,0.999205087,0.999174917,0.999159664,0.999165901,0.998922449,18.60682011,1,0.01,32,FixedL1
4,0.999852739,0.999845169,0.999860744,0.999852923,0.999800422,1,1,1,1,1,1,1,1,1,1,22.02495575,1,0.01,32,FixedL1
5,0.999116434,0.998867114,0.999129116,0.998996661,0.998802569,0.999116608,0.998914216,0.99906367,0.998987457,0.998798461,0.999602544,0.999586777,0.999579832,0.999582957,0.999461012,17.36499858,1,0.01,32,FixedL1
6,0.99950913,0.99949609,0.999455102,0.999475189,0.999333583,0.999558304,0.999551167,0.999551167,0.999550764,0.999406094,0.998807631,0.998745819,0.998758278,0.998748926,0.99838433,21.43481421,1,0.01,32,FixedL1
7,0.999214647,0.999178878,0.999063138,0.99912071,0.998934579,1,1,1,1,1,0.998807631,0.998747167,0.998623625,0.998684926,0.998382563,14.70023727,1,0.01,32,FixedL1
8,0.999901831,0.9998657,0.999896587,0.999881115,0.999866808,0.999558109,0.999415888,0.999517375,0.999466056,0.999401974,0.999602544,0.999458874,0.999579832,0.999518883,0.999461028,19.46385503,1,0.01,32,FixedL1
9,0.998625632,0.998599012,0.998415129,0.998505212,0.998137074,0.999116217,0.999040307,0.998786408,0.998910958,0.998798772,0.998807631,0.998754042,0.998617365,0.998684551,0.998382985,15.48237419,1,0.01,32,FixedL1
10,0.999950915,0.999963956,0.999933493,0.999948719,0.999933422,1,1,1,1,1,1,1,1,1,1,25.33392048,1,0.01,32,FixedL1
1,0.990477125,0.989661811,0.98970505,0.989643042,0.987109599,0.992491166,0.992290993,0.991469203,0.991872291,0.989783608,0.991653418,0.990926296,0.990962392,0.990922655,0.988689577,13.69015026,0.992491186,0.01,32,FixedL2
2,0.990869821,0.992071956,0.988793835,0.990356041,0.987642551,0.989399293,0.991505084,0.986895073,0.989051436,0.985731955,0.992050874,0.992628871,0.990625849,0.991576165,0.989240208,14.30947876,0.989399314,0.01,32,FixedL2
3,0.998036521,0.997765047,0.997888542,0.99782571,0.997337242,0.999116608,0.999072356,0.998809524,0.998938657,0.99880314,0.998807631,0.99862018,0.998873589,0.99874584,0.998383438,27.76582479,0.9991166,0.01,32,FixedL2
4,0.997741999,0.997619139,0.997365657,0.99748873,0.996941191,0.998674912,0.998543689,0.998436319,0.998486611,0.998188646,0.998410175,0.998330551,0.997830803,0.998073154,0.997846375,17.35241175,0.998674929,0.01,32,FixedL2
5,0.996711172,0.99582053,0.997272005,0.996533898,0.995550406,0.996024735,0.994980129,0.996334904,0.995649133,0.994598763,0.997615262,0.996892365,0.99799742,0.997437943,0.996770626,14.99100924,0.996024728,0.01,32,FixedL2
6,0.998870999,0.998873719,0.998778481,0.998826006,0.998466721,0.998674912,0.998658318,0.998541796,0.99859713,0.99821928,0.998410175,0.998453355,0.998331849,0.998392346,0.997843292,37.31334949,0.998674929,0.01,32,FixedL2
7,0.996662249,0.996498465,0.995829926,0.996149608,0.995477686,0.998674326,0.998568323,0.998403815,0.998484342,0.998203215,0.999205087,0.999162479,0.998915401,0.999037059,0.998922393,24.93717337,0.998674333,0.01,32,FixedL2
8,0.99882197,0.998653412,0.998731535,0.998692249,0.998401757,1,1,1,1,1,0.998807631,0.998747167,0.998623625,0.998684926,0.998382563,21.14541078,1,0.01,32,FixedL2
9,0.997005841,0.997271422,0.996178419,0.996716986,0.995942103,0.996906761,0.997000746,0.996023919,0.996504395,0.995794886,0.995230525,0.995373208,0.994231176,0.99479352,0.993533533,18.91700673,0.996906757,0.01,32,FixedL2
10,0.99710401,0.99774814,0.996194652,0.996956497,0.996078201,0.99646487,0.997279244,0.995050022,0.996138617,0.995208649,0.997615262,0.998259861,0.996746204,0.997489337,0.996770973,27.68475795,0.996464849,0.01,32,FixedL2
1,0.991311604,0.989884645,0.991802231,0.990808255,0.988250759,0.991166078,0.989182415,0.992293437,0.990689327,0.988022806,0.994038156,0.992714651,0.994856468,0.993755259,0.99193812,28.83730292,0.992049456,0.01,32,MLP
2,0.999263695,0.9993005,0.999136778,0.999218143,0.999000987,0.998674912,0.998888915,0.998275862,0.998578765,0.998209387,0.999602544,0.999708285,0.999457701,0.999582613,0.999460971,37.80325747,0.998674929,0.01,32,MLP
3,0.998085608,0.998204677,0.997615222,0.997908146,0.997403617,0.996908127,0.997185972,0.996092711,0.996632671,0.995810955,0.997615262,0.997372288,0.99724099,0.997305129,0.996765599,20.18030095,0.996908128,0.01,32,MLP
4,0.991066169,0.99270663,0.98844242,0.990450387,0.987937873,0.992932862,0.994331045,0.99024434,0.992204621,0.990357316,0.990461049,0.992229007,0.987845715,0.989913149,0.987106871,21.07189131,0.992932856,0.01,32,MLP
5,0.991458865,0.989772949,0.991021961,0.990355168,0.98843952,0.994257951,0.993080378,0.994074825,0.993565845,0.99219118,0.990858506,0.989474528,0.990404163,0.98991252,0.987613466,17.02747583,0.994257927,0.01,32,MLP
6,0.995680346,0.995935793,0.994860627,0.995382552,0.994141085,0.996024735,0.996365363,0.995509646,0.995920414,0.994661772,0.997217806,0.997723117,0.996448167,0.997074747,0.996230264,17.67461944,0.996024728,0.01,32,MLP
7,0.989888578,0.989235658,0.988684615,0.988906101,0.986312003,0.993813522,0.993983118,0.992937703,0.993419582,0.99163295,0.990461049,0.989926976,0.989702448,0.989779033,0.98707936,17.90189648,0.994697332,0.01,32,MLP
8,0.997349433,0.997137143,0.997125589,0.997130681,0.996403803,0.996906761,0.997026843,0.99639921,0.996710488,0.995812782,0.99682035,0.996412287,0.996663419,0.996536001,0.995687507,28.75522184,0.996906757,0.01,32,MLP
9,0.997643941,0.997088508,0.997740029,0.997411932,0.996807467,0.998232435,0.997707637,0.998442634,0.99807254,0.9975981,0.997217806,0.996954024,0.99669841,0.9968221,0.996227382,24.04867148,0.998232424,0.01,32,MLP
10,0.997791194,0.997256477,0.99807024,0.997659422,0.997007229,0.998232435,0.997821947,0.998447026,0.9981308,0.997601882,0.997217806,0.996474307,0.997583513,0.997021263,0.996232069,18.11409855,0.998674333,0.01,32,MLP
1,0.99788926,0.997829454,0.997738874,0.997775886,0.997142582,0.999116608,0.999229856,0.99889593,0.999061962,0.998798228,0.998807631,0.998764415,0.998739496,0.998748832,0.998384311,21.1190567,1,0.01,32,Novel
2,0.999852739,0.99983104,0.999859771,0.999845379,0.999800169,1,1,1,1,1,1,1,1,1,1,28.01762724,1,0.01,32,Novel
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.13496208,1,0.01,32,Novel
4,0.996809346,0.996926804,0.99614136,0.996530674,0.99567692,0.998233216,0.997933992,0.997922719,0.997927406,0.997582846,0.997217806,0.997327009,0.996576559,0.996948907,0.996226923,21.06944561,0.9991166,0.01,32,Novel
5,0.998821912,0.998513955,0.998944984,0.998727815,0.998403439,1,1,1,1,1,0.998807631,0.998383621,0.999123832,0.998750336,0.998384763,30.05471444,1,0.01,32,Novel
6,0.999558217,0.999439921,0.999614623,0.999527109,0.999400151,0.999558304,0.999551167,0.999551167,0.999550764,0.999406094,0.998807631,0.998498286,0.998873589,0.998685127,0.998383274,21.31013608,1,0.01,32,Novel
7,0.998969224,0.999086062,0.998716324,0.998899831,0.998602086,0.999558109,0.999528302,0.999510763,0.99951907,0.999401093,0.998410175,0.998454104,0.998215979,0.998331539,0.997845165,23.51610255,0.999558091,0.01,32,Novel
8,0.998429294,0.998363859,0.998267998,0.998312621,0.997870678,0.999116217,0.999071742,0.998931894,0.999001276,0.998803613,0.997615262,0.997524443,0.99735686,0.997433298,0.996769153,27.32346773,1,0.01,32,Novel
9,0.998969224,0.999078024,0.998761948,0.998918768,0.998602653,0.998674326,0.99890833,0.998304712,0.998604201,0.998197641,0.998410175,0.998592167,0.998075065,0.998330708,0.997844546,20.9515481,0.999558091,0.01,32,Novel
10,0.999214647,0.999252991,0.999097887,0.999175248,0.998934767,0.999116217,0.999224746,0.998906063,0.999064479,0.998800048,0.998807631,0.998870764,0.998629886,0.998748556,0.998383338,21.7589519,0.999558091,0.01,32,Novel
1,0.997741999,0.997685382,0.997509281,0.997590045,0.996942154,0.998674912,0.998653501,0.998605948,0.998625958,0.998199094,0.998410175,0.99834283,0.998197196,0.998267482,0.997844617,10.71689725,0.99955833,0.01,64,Adaptive
2,0.998969173,0.998949389,0.998859921,0.998902899,0.9986021,0.999116608,0.999042146,0.999100719,0.999069703,0.998806331,0.998807631,0.998754042,0.998617365,0.998684551,0.998382985,10.26641607,1,0.01,64,Adaptive
3,0.999410956,0.999411347,0.999335228,0.999373228,0.999200887,0.999116608,0.998940078,0.999079664,0.999009549,0.998802495,1,1,1,1,1,12.1504705,0.99955833,0.01,64,Adaptive
4,0.997251129,0.997229295,0.996912767,0.997069735,0.996274351,0.999116608,0.999048756,0.999048756,0.999048756,0.998791208,0.996422893,0.996370778,0.996133921,0.996246442,0.995150441,12.00090456,0.9991166,0.01,64,Adaptive
5,0.998674651,0.998841526,0.998352361,0.998595427,0.998203257,0.998233216,0.998123088,0.99793337,0.99802762,0.997595414,0.998807631,0.999126892,0.998373102,0.998746578,0.998383943,9.944502115,0.998233199,0.01,64,Adaptive
6,0.998576478,0.998656681,0.998316953,0.998485128,0.998067525,0.999116608,0.999197059,0.998990629,0.999093001,0.99881211,0.998410175,0.998579728,0.998087587,0.99833075,0.997844562,15.79097438,0.9991166,0.01,64,Adaptive
7,0.997889363,0.997722584,0.997541663,0.997628453,0.997138255,0.999116217,0.99905838,0.998876404,0.998965239,0.998802668,0.997615262,0.99750416,0.997253231,0.997369008,0.996770046,12.20820928,0.999116242,0.01,64,Adaptive
8,0.999214647,0.999144945,0.999142552,0.99914362,0.998934437,0.999116217,0.99911032,0.999034749,0.999070808,0.99880442,1,1,1,1,1,17.03231311,0.999116242,0.01,64,Adaptive
9,0.999656408,0.999640652,0.999592383,0.999616433,0.999534062,0.999558109,0.999519231,0.999393204,0.999455617,0.999399138,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,17.09903955,0.999558091,0.01,64,Adaptive
10,0.998920139,0.999160657,0.998580083,0.998868302,0.998536136,0.999116217,0.999346405,0.998714653,0.999028445,0.998800475,0.999205087,0.999417249,0.998915401,0.999164806,0.998922285,10.76145077,1,0.01,64,Adaptive
1,0.996073041,0.995966073,0.994925167,0.995422652,0.994682885,0.998233216,0.998160661,0.997617157,0.997884155,0.997597212,0.996025437,0.995842879,0.9949434,0.995374306,0.99461478,9.508177757,0.998233199,0.01,64,ElasticNet
2,0.993913214,0.991954925,0.9935389,0.992642722,0.991791043,0.997349823,0.996598639,0.997302158,0.996931433,0.996425927,0.996422893,0.995212766,0.996218487,0.995678079,0.995165739,11.08859062,0.997791529,0.01,64,ElasticNet
3,0.998723738,0.998658993,0.998347336,0.998500742,0.998269474,0.998233216,0.998144712,0.997748736,0.997942448,0.997605939,0.998807631,0.998754042,0.998617365,0.998684551,0.998382985,9.924147606,0.998674929,0.01,64,ElasticNet
4,0.999803652,0.999810596,0.999778513,0.999794502,0.999733893,1,1,1,1,1,1,1,1,1,1,13.83067966,1,0.01,64,ElasticNet
5,0.999558217,0.999550981,0.999445111,0.999497851,0.999400957,0.998233216,0.998298107,0.997613677,0.997951677,0.997596414,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,12.30552387,0.998233199,0.01,64,ElasticNet
6,0.997594738,0.997583885,0.997245924,0.997409146,0.996736615,0.998674912,0.998660714,0.998651079,0.998652274,0.998219852,0.997615262,0.99765574,0.99735686,0.997497258,0.996770045,11.43902874,0.998674929,0.01,64,ElasticNet
7,0.995042458,0.994818079,0.994300912,0.994551666,0.993276636,0.994697304,0.994246173,0.994011358,0.994123793,0.992811963,0.997615262,0.997503911,0.997112598,0.997304068,0.99676642,16.93334126,0.994697332,0.01,64,ElasticNet
8,0.999852746,0.999860612,0.999830292,0.999845425,0.999800205,1,1,1,1,1,1,1,1,1,1,18.74869776,1,0.01,64,ElasticNet
9,0.999312816,0.999300054,0.999261095,0.99927993,0.999068436,1,1,1,1,1,0.999602544,0.999586777,0.999579832,0.999582957,0.999461012,18.4099617,1,0.01,64,ElasticNet
10,0.999558239,0.999566857,0.999459088,0.999512812,0.999400831,0.999558109,0.999551971,0.999548736,0.999549949,0.999400081,1,1,1,1,1,13.04163432,0.999558091,0.01,64,ElasticNet
1,0.997741999,0.997475125,0.997786348,0.99762407,0.996942287,0.998674912,0.998277285,0.998895111,0.998583746,0.998198442,0.998807631,0.998633792,0.998867608,0.998748932,0.998383599,9.881235361,0.998674929,0.01,64,FixedL1
2,0.999852739,0.999877193,0.999813222,0.999845179,0.999800163,1,1,1,1,1,1,1,1,1,1,11.0676496,1,0.01,64,FixedL1
3,0.999754565,0.999756456,0.999728817,0.999742546,0.999667084,1,1,1,1,1,1,1,1,1,1,10.06078577,1,0.01,64,FixedL1
4,0.99901826,0.998971966,0.998894448,0.9989324,0.998669718,0.999558304,0.999512671,0.999362245,0.999436813,0.999395852,0.999205087,0.999162479,0.999165645,0.999162979,0.998922269,9.44174695,0.99955833,0.01,64,FixedL1
5,0.999607304,0.999619918,0.999526318,0.999573026,0.999467507,0.999116608,0.999362245,0.998721228,0.99903969,0.99879846,0.999602544,0.999708285,0.999457701,0.999582613,0.999460971,10.89716625,0.9991166,0.01,64,FixedL1
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.59880185,1,0.01,64,FixedL1
7,0.999361901,0.999336604,0.999247842,0.999291858,0.999134447,0.999558109,0.999511719,0.99952741,0.999519102,0.999401099,0.999205087,0.999166609,0.999037533,0.999101605,0.998921778,10.42895103,0.999558091,0.01,64,FixedL1
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.56638718,1,0.01,64,FixedL1
9,0.999558239,0.999537978,0.99945855,0.999498087,0.999400959,0.999116217,0.999040307,0.998786408,0.998910958,0.998798772,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,12.4134531,1,0.01,64,FixedL1
10,0.99882197,0.998769586,0.998746753,0.998757779,0.998402295,0.999116217,0.99903132,0.999221082,0.999125586,0.998799952,0.998012719,0.997920414,0.998033252,0.997975662,0.997304706,9.863938332,0.999116242,0.01,64,FixedL1
1,0.997594738,0.997403054,0.997497402,0.997446272,0.996740685,0.997349823,0.997162609,0.996976953,0.997069171,0.996393572,0.997615262,0.997406329,0.997607104,0.997497676,0.996770589,16.2766149,0.997349799,0.01,64,FixedL2
2,0.998870999,0.99906109,0.998566796,0.99881219,0.998468579,0.999558304,0.999668435,0.999425287,0.999546421,0.999402844,0.997615262,0.9977478,0.997259772,0.997496721,0.996768554,16.17830133,1,0.01,64,FixedL2
3,0.998281956,0.998585092,0.997713496,0.998144098,0.99767122,0.999116608,0.999351492,0.998809524,0.999078666,0.998803008,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,10.73264599,0.99955833,0.01,64,FixedL2
4,0.996711172,0.996503272,0.996475917,0.996481896,0.995546985,0.998674912,0.998389482,0.998594404,0.998490687,0.998187778,0.996422893,0.996001082,0.996383884,0.996184752,0.99515282,11.86755967,0.998674929,0.01,64,FixedL2
5,0.997692912,0.997546088,0.997142858,0.997338974,0.996873508,0.996908127,0.996908462,0.995886071,0.996383417,0.995796206,0.998012719,0.997785833,0.997660878,0.997721221,0.997305051,15.93127704,0.996908128,0.01,64,FixedL2
6,0.997643825,0.997235591,0.997812844,0.997520983,0.996802764,0.998674912,0.99854305,0.998652694,0.99859655,0.998218335,0.997615262,0.997499826,0.997619625,0.99755947,0.99676518,13.16126633,0.99955833,0.01,64,FixedL2
7,0.996662249,0.996069114,0.996285952,0.996172038,0.995474336,0.998232435,0.998004086,0.998076347,0.998039663,0.99760363,0.997217806,0.996590274,0.997071345,0.996824406,0.996228811,12.65193653,0.999116242,0.01,64,FixedL2
8,0.999312816,0.999278224,0.999137441,0.999207325,0.999067747,0.998674326,0.998486262,0.998602079,0.998543863,0.998205444,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,14.08683133,0.998674333,0.01,64,FixedL2
9,0.995876896,0.995757566,0.995625705,0.995658515,0.994428757,0.997348652,0.997233541,0.996984726,0.997099818,0.996398675,0.998410175,0.99834283,0.998197196,0.998267482,0.997844617,20.26744723,0.997348666,0.01,64,FixedL2
10,0.998969224,0.99881839,0.998996042,0.99890687,0.998602043,0.999558109,0.999358974,0.999672346,0.999515141,0.999400146,0.998807631,0.998625693,0.998745477,0.998685115,0.998382656,14.53911901,0.999558091,0.01,64,FixedL2
1,0.992882388,0.990852605,0.992905409,0.991781292,0.990397656,0.993374558,0.991584006,0.993386005,0.9924474,0.991002718,0.994833068,0.99374093,0.994819082,0.99426331,0.992999666,15.0342741,0.993374586,0.01,64,MLP
2,0.995827607,0.995682211,0.994574286,0.995099036,0.994348944,0.996024735,0.996184105,0.994952659,0.995541399,0.994634164,0.995627981,0.995794904,0.994535754,0.995147257,0.99407455,12.82956529,0.996024728,0.01,64,MLP
3,0.99690752,0.996775497,0.996684286,0.99671692,0.995812518,0.996908127,0.996783088,0.996747212,0.996744085,0.995820459,0.996422893,0.996136615,0.996268574,0.996182778,0.995159556,20.70013547,0.997791529,0.01,64,MLP
4,0.997643825,0.997501009,0.997520274,0.997510256,0.996806609,0.997349823,0.997517768,0.996796683,0.997153419,0.996374899,0.998410175,0.998205355,0.998459961,0.998331932,0.997843812,11.69715977,0.997349799,0.01,64,MLP
5,0.988709994,0.991218592,0.985384466,0.988095116,0.984778529,0.988957597,0.991679486,0.984700231,0.987954576,0.985059607,0.990063593,0.992768595,0.986686779,0.989520125,0.986612699,11.6378963,0.989840984,0.01,64,MLP
6,0.998478304,0.998418574,0.998347025,0.998382413,0.99793356,0.999116608,0.999103943,0.999102334,0.999101527,0.998812713,0.998807631,0.998747167,0.998623625,0.998684926,0.998382563,19.30833173,0.9991166,0.01,64,MLP
7,0.997693025,0.997683434,0.997124981,0.997399625,0.996871518,0.998674326,0.998568323,0.998403815,0.998484342,0.998203215,0.998410175,0.998330495,0.997952934,0.998138187,0.997844505,12.35565424,0.998674333,0.01,64,MLP
8,0.997545771,0.997769217,0.996966822,0.997363048,0.996671518,0.998674326,0.998742361,0.998346414,0.998542706,0.998205664,0.999205087,0.999295062,0.999037533,0.99916557,0.998921935,25.97197032,0.998674333,0.01,64,MLP
9,0.988170618,0.986174861,0.987995071,0.987056403,0.983994512,0.98630137,0.983352229,0.986493591,0.984864679,0.981443931,0.988076312,0.986549308,0.987326653,0.986909702,0.983852607,18.17321014,0.986743271,0.01,64,MLP
10,0.998232955,0.997978961,0.998221158,0.998099468,0.997603872,0.997348652,0.996735307,0.997471837,0.997099964,0.996402216,0.998012719,0.997546738,0.998161364,0.997851945,0.997306114,21.03380775,0.997348666,0.01,64,MLP
1,0.999852739,0.999861508,0.999829615,0.999845535,0.999800309,0.999558304,0.999680307,0.999360614,0.999519949,0.999399119,1,1,1,1,1,16.7499032,0.99955833,0.01,64,Novel
2,0.999754565,0.999758088,0.999726749,0.999742413,0.999666918,1,1,1,1,1,0.999602544,0.999580537,0.999586093,0.999582967,0.999461014,15.60285091,1,0.01,64,Novel
3,0.998969173,0.998761859,0.99907678,0.998918313,0.998602281,1,1,1,1,1,0.998807631,0.998383621,0.999123832,0.998750336,0.998384763,15.10526443,1,0.01,64,Novel
4,0.999803652,0.999794065,0.999795203,0.999794613,0.999733876,0.999558304,0.999537893,0.999511719,0.999524353,0.999395866,1,1,1,1,1,17.86732388,0.99955833,0.01,64,Novel
5,0.999361869,0.999196846,0.99942168,0.999308834,0.999134893,0.999558304,0.999362245,0.999680307,0.999520766,0.999399147,0.999602544,0.999708285,0.999457701,0.999582613,0.999460971,16.74283385,0.99955833,0.01,64,Novel
6,0.996171215,0.996837069,0.995147553,0.99597673,0.994806943,0.998233216,0.998377615,0.997868745,0.998120596,0.99762476,0.997615262,0.998128737,0.996874596,0.997491813,0.996769074,14.04472637,0.998233199,0.01,64,Novel
7,0.999116478,0.999227221,0.999039006,0.999132432,0.998801748,0.999116217,0.999118538,0.99905482,0.999085366,0.998802404,0.999602544,0.999708285,0.999579832,0.999643796,0.999460984,17.03503966,1,0.01,64,Novel
8,0.999116478,0.999072739,0.99898175,0.999025842,0.998801946,0.998674326,0.998560461,0.998521663,0.998537842,0.998206929,0.999205087,0.999162479,0.998915401,0.999037059,0.998922393,16.74309254,0.999558091,0.01,64,Novel
9,0.999852746,0.999846127,0.999845483,0.9998458,0.999800299,1,1,1,1,1,0.999602544,0.999586777,0.999579832,0.999582957,0.999461012,19.7282145,1,0.01,64,Novel
10,0.999509154,0.999577287,0.999363755,0.999470181,0.99933432,0.999116217,0.999224746,0.998906063,0.999064479,0.998800048,0.999205087,0.999166609,0.999037533,0.999101605,0.998921778,18.33437538,1,0.01,64,Novel
1,0.999607304,0.999559258,0.999601566,0.999580294,0.999467536,1,1,1,1,1,1,1,1,1,1,10.29718995,1,0.001,128,Adaptive
2,0.999803652,0.999795025,0.99979244,0.999793711,0.999733548,0.999558304,0.999520154,0.99955036,0.999534824,0.999402896,1,1,1,1,1,10.27863789,1,0.001,128,Adaptive
3,0.999852739,0.999846059,0.999829119,0.999837572,0.999800228,1,1,1,1,1,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,11.9513824,1,0.001,128,Adaptive
4,0.999607304,0.99946865,0.999709218,0.999588567,0.999467981,1,1,1,1,1,0.999205087,0.998920086,0.999415888,0.999166477,0.99892265,10.79227781,1,0.001,128,Adaptive
5,0.999803652,0.99979525,0.999792488,0.999793784,0.999733782,0.999116608,0.999083807,0.998892449,0.998987518,0.99879784,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,12.088094,1,0.001,128,Adaptive
6,0.999901826,0.999895812,0.999881239,0.999888507,0.999866679,1,1,1,1,1,1,1,1,1,1,11.51196074,1,0.001,128,Adaptive
7,0.999950915,0.999963878,0.999932487,0.999948177,0.999933408,1,1,1,1,1,1,1,1,1,1,11.76487327,1,0.001,128,Adaptive
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.26301074,1,0.001,128,Adaptive
9,0.999509154,0.999504918,0.99946763,0.999485841,0.999334581,1,1,1,1,1,0.999205087,0.999174917,0.999159664,0.999165901,0.998922449,11.17994905,1,0.001,128,Adaptive
10,0.999410985,0.999379997,0.999351232,0.999365493,0.999201102,0.999558109,0.99954955,0.999551167,0.999549954,0.999400082,0.999602544,0.999580537,0.999586093,0.999582967,0.999461014,11.48266435,0.999558091,0.001,128,Adaptive
1,0.99950913,0.999481865,0.999472675,0.999476785,0.999334611,0.999116608,0.999074074,0.999097473,0.999084099,0.998798892,1,1,1,1,1,10.06671476,1,0.001,128,ElasticNet
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11.18871522,1,0.001,128,ElasticNet
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11.52856016,1,0.001,128,ElasticNet
4,0.999558217,0.999551201,0.999525027,0.999537771,0.999401399,0.999116608,0.999027237,0.999074074,0.999048849,0.998792293,1,1,1,1,1,10.14095211,1,0.001,128,ElasticNet
5,0.999852739,0.999844463,0.999800373,0.999822354,0.999800325,0.999558304,0.99953271,0.999360614,0.999446034,0.999399057,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,12.89080024,0.99955833,0.001,128,ElasticNet
6,0.999165521,0.99926217,0.99902863,0.999144896,0.998866934,0.999558304,0.999551167,0.999439462,0.999494798,0.999406078,0.999205087,0.999288822,0.999043793,0.99916558,0.998921939,10.47488451,1,0.001,128,ElasticNet
7,0.998232955,0.998483328,0.997930376,0.998204173,0.99760437,0.999116217,0.999358974,0.99905482,0.999205591,0.998802571,0.998807631,0.999126892,0.998617365,0.998870363,0.998383595,10.03255987,1,0.001,128,ElasticNet
8,0.99946007,0.999432647,0.999276431,0.999353869,0.999267639,0.999116217,0.999071742,0.998931894,0.999001276,0.998803613,0.999602544,0.999708285,0.999457701,0.999582613,0.999460971,10.74345064,1,0.001,128,ElasticNet
9,0.999950915,0.999963821,0.999933084,0.999948446,0.999933435,1,1,1,1,1,1,1,1,1,1,10.00424266,1,0.001,128,ElasticNet
10,0.999607323,0.999586043,0.999511182,0.999548468,0.999467408,0.999558109,0.999551971,0.999548736,0.999549949,0.999400081,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,10.87039804,1,0.001,128,ElasticNet
